pixel_id,band_02_blue,band_03_green,band_04_red,band_08_nir,land_cover_class
PX-2874,0.3087,0.0784,0.0672,0.0744,Water
PX-2875,0.0585,0.1904,0.01,0.738,Forest
PX-2876,0.0714,0.1913,0.1043,0.7422,Forest
PX-2877,0.0883,0.2237,0.15,0.6406,Crops
PX-2878,0.092,0.1951,0.0448,0.6552,Forest
PX-2879,0.0992,0.1947,0.1202,0.6745,Crops
PX-2880,0.1162,0.1801,0.1261,0.672,Crops
PX-2881,0.0901,0.023,0.2682,0.1119,Urban
PX-2882,0.0589,0.1391,0.1239,0.6,Crops
PX-2883,0.0749,0.1684,0.1171,0.6622,Crops
PX-2884,0.0862,0.2011,0.1181,0.6721,Crops
PX-2885,0.1214,0.0758,0.2836,0.149,Urban
PX-2886,0.052,0.2183,0.0237,0.684,Forest
PX-2887,0.1041,0.1803,0.0508,0.6592,Forest
PX-2888,0.0836,0.0923,0.2833,0.1598,Urban
PX-2889,0.0968,0.0407,0.2826,0.1226,Urban
PX-2890,0.078,0.1843,0.1157,0.6314,Crops
PX-2891,0.2332,0.0598,0.0728,0.1128,Water
PX-2892,0.265,0.0565,0.0429,0.0502,Water
PX-2893,0.2631,0.0868,0.0545,0.1127,Water
PX-2894,0.0994,0.1659,0.1459,0.6775,Crops
PX-2895,0.0797,0.033,0.2784,0.1336,Urban
PX-2896,0.068,0.2004,0.0543,0.7308,Forest
PX-2897,0.0488,0.172,0.1181,0.6395,Crops
PX-2898,0.0964,0.2675,0.0747,0.6895,Forest
PX-2899,0.0885,0.1935,0.1148,0.6817,Crops
PX-2900,0.0607,0.1718,0.1457,0.7437,Crops
PX-2901,0.2392,0.0389,0.0479,0.1258,Water
PX-2902,0.0707,0.1424,0.1028,0.6082,Crops
PX-2903,0.0503,0.1795,0.0636,0.7039,Forest
PX-2904,0.0636,0.2023,0.0439,0.7446,Forest
PX-2905,0.0573,0.2085,0.1324,0.6371,Crops
PX-2906,0.0718,0.0824,0.2254,0.1536,Urban
PX-2907,0.0652,0.1846,0.1201,0.6991,Crops
PX-2908,0.0475,0.1735,0.1108,0.6907,Crops
PX-2909,0.1205,0.1854,0.0987,0.655,Crops
PX-2910,0.1051,0.1696,0.1089,0.6221,Crops
PX-2911,0.0644,0.2144,0.1085,0.6467,Crops
PX-2912,0.2554,0.0562,0.049,0.1383,Water
PX-2913,0.0883,0.0583,0.2527,0.1563,Urban
PX-2914,0.1038,0.1357,0.1263,0.6634,Crops
PX-2915,0.2336,0.0561,0.0773,0.1048,Water
PX-2916,0.2718,0.0767,0.0556,0.1422,Water
PX-2917,0.069,0.0386,0.2962,0.1544,Urban
PX-2918,0.0533,0.185,0.0719,0.6852,Forest
PX-2919,0.0945,0.1959,0.1447,0.6166,Crops
PX-2920,0.1058,0.1505,0.1574,0.6427,Crops
PX-2921,0.3018,0.0812,0.04,0.1579,Water
PX-2922,0.056,0.0494,0.2656,0.0647,Urban
PX-2923,0.094,0.1722,0.1357,0.5663,Crops
PX-2924,0.0718,0.1575,0.1342,0.7103,Crops
PX-2925,0.0957,0.0676,0.2955,0.1405,Urban
PX-2926,0.0506,0.1092,0.3178,0.1443,Urban
PX-2927,0.0547,0.0756,0.2802,0.0769,Urban
PX-2928,0.2345,0.0427,0.0585,0.1495,Water
PX-2929,0.0816,0.2027,0.1004,0.661,Crops
PX-2930,0.0672,0.1937,0.0927,0.6066,Forest
PX-2931,0.2632,0.0875,0.0433,0.177,Water
PX-2932,0.1005,0.1961,0.1138,0.6563,Crops
PX-2933,0.092,0.1411,0.0431,0.6542,Forest
PX-2934,0.2824,0.0399,0.0371,0.1049,Water
PX-2935,0.0883,0.1989,0.1054,0.5694,Crops
PX-2936,0.2257,0.063,0.0395,0.1437,Water
PX-2937,0.1073,0.1795,0.0227,0.6805,Forest
PX-2938,0.0679,0.0473,0.2643,0.1122,Urban
PX-2939,0.0982,0.1419,0.159,0.7011,Crops
PX-2940,0.1115,0.1782,0.1347,0.5946,Crops
PX-2941,0.0891,0.2442,0.0685,0.6461,Forest
PX-2942,0.0501,0.1961,0.1435,0.616,Crops
PX-2943,0.2316,0.1038,0.0867,0.1088,Water
PX-2944,0.2765,0.0776,0.0146,0.1227,Water
PX-2945,0.0766,0.2005,0.0954,0.6672,Crops
PX-2946,0.0816,0.2395,0.0339,0.6561,Forest
PX-2947,0.0952,0.2075,0.0406,0.6349,Forest
PX-2948,0.0939,0.1763,0.114,0.7174,Crops
PX-2949,0.0856,0.0807,0.2711,0.2165,Urban
PX-2950,0.0758,0.0891,0.2844,0.1257,Urban
PX-2951,0.2437,0.0504,0.0507,0.0897,Water
PX-2952,0.2672,0.0456,0.0355,0.179,Water
PX-2953,0.0911,0.2028,0.01,0.6121,Forest
PX-2954,0.0749,0.0766,0.2601,0.1066,Urban
PX-2955,0.2716,0.076,0.039,0.0922,Water
PX-2956,0.2474,0.0315,0.0451,0.0736,Water
PX-2957,0.063,0.0982,0.2574,0.1088,Urban
PX-2958,0.0648,0.1672,0.1102,0.6154,Crops
PX-2959,0.0604,0.0547,0.2574,0.1205,Urban
PX-2960,0.0746,0.1619,0.1175,0.6511,Crops
PX-2961,0.1047,0.234,0.0985,0.6251,Crops
PX-2962,0.0639,0.1848,0.103,0.6352,Crops
PX-2963,0.0838,0.043,0.2538,0.1108,Urban
PX-2964,0.0669,0.0773,0.2769,0.1524,Urban
PX-2965,0.2448,0.0754,0.0327,0.1141,Water
PX-2966,0.2198,0.0562,0.0681,0.153,Water
PX-2967,0.0756,0.2168,0.0581,0.6934,Forest
PX-2968,0.0761,0.0435,0.2786,0.1429,Urban
PX-2969,0.0908,0.1901,0.0341,0.7255,Forest
PX-2970,0.0845,0.1398,0.1276,0.6052,Crops
PX-2971,0.056,0.1535,0.1338,0.6311,Crops
PX-2972,0.2717,0.0962,0.0529,0.1905,Water
PX-2973,0.2542,0.0928,0.0821,0.1097,Water
PX-2974,0.084,0.1813,0.1292,0.5374,Crops
PX-2975,0.0798,0.2133,0.1383,0.6419,Crops
PX-2976,0.0696,0.0568,0.2827,0.1254,Urban
PX-2977,0.0844,0.1751,0.1335,0.5453,Crops
PX-2978,0.2595,0.0611,0.0341,0.1734,Water
PX-2979,0.0451,0.0575,0.2708,0.0915,Urban
PX-2980,0.0692,0.1957,0.057,0.6831,Forest
PX-2981,0.0749,0.2029,0.1268,0.641,Crops
PX-2982,0.2551,0.063,0.0602,0.0685,Water
PX-2983,0.1039,0.0742,0.302,0.0772,Urban
PX-2984,0.0646,0.2206,0.0215,0.6326,Forest
PX-2985,0.07,0.0678,0.2605,0.1634,Urban
PX-2986,0.0697,0.1606,0.1246,0.6441,Crops
PX-2987,0.064,0.1729,0.0355,0.6491,Forest
PX-2988,0.2431,0.063,0.1176,0.0826,Water
PX-2989,0.0954,0.0566,0.2903,0.1678,Urban
PX-2990,0.0589,0.1817,0.1184,0.7086,Crops
PX-2991,0.0886,0.0597,0.2697,0.1674,Urban
PX-2992,0.046,0.2517,0.0404,0.6897,Forest
PX-2993,0.0688,0.1534,0.1206,0.6616,Crops
PX-2994,0.0734,0.1402,0.1222,0.6014,Crops
PX-2995,0.1135,0.0666,0.2709,0.1102,Urban
PX-2996,0.0745,0.1725,0.1145,0.6226,Crops
PX-2997,0.036,0.1863,0.1469,0.577,Crops
PX-2998,0.04,0.1917,0.1477,0.6923,Crops
PX-2999,0.0807,0.0857,0.285,0.0922,Urban
